DATE,TIME,TREATED WATER PRODUCTION IN m3/h,REMARKS
2023-08-15,13:00:00,3264.63,No Remarks
2023-08-15,14:00:00,3272.59,No Remarks
2023-08-15,15:00:00,3270.35,No Remarks
2023-08-15,16:00:00,3276.21,No Remarks
2023-08-15,17:00:00,3277.25,No Remarks
2023-08-15,18:00:00,3284.73,No Remarks
2023-08-15,19:00:00,3295.43,No Remarks
2023-08-15,20:00:00,3280.46,No Remarks
2023-08-15,21:00:00,3273.23,No Remarks
2023-08-15,22:00:00,3278.8,No Remarks
2023-08-15,23:00:00,3257.51,No Remarks
2023-08-15,00:00:00,3238.15,No Remarks
2023-08-16,01:00:00,3246.76,No Remarks
2023-08-16,02:00:00,2321.43,No Remarks
2023-08-16,03:00:00,2312.49,No Remarks
2023-08-16,04:00:00,2334.98,No Remarks
2023-08-16,05:00:00,3242.78,No Remarks
2023-08-16,06:00:00,3246.86,No Remarks
2023-08-16,07:00:00,3233.31,No Remarks
2023-08-16,08:00:00,3195.76,No Remarks
2023-08-16,09:00:00,3192.05,No Remarks
2023-08-16,10:00:00,3178.24,No Remarks
2023-08-16,11:00:00,3264.96,No Remarks
2023-08-16,12:00:00,3248.05,No Remarks
2023-08-16,13:00:00,3235.46,No Remarks
2023-08-16,14:00:00,3243.53,No Remarks
2023-08-16,15:00:00,3218.13,No Remarks
2023-08-16,16:00:00,3255.27,No Remarks
2023-08-16,17:00:00,3244.43,No Remarks
2023-08-16,18:00:00,3228.88,No Remarks
2023-08-16,19:00:00,3239.0,No Remarks
2023-08-16,20:00:00,3216.43,No Remarks
2023-08-16,21:00:00,3234.34,No Remarks
2023-08-16,22:00:00,3250.25,No Remarks
2023-08-16,23:00:00,2211.73,No Remarks
2023-08-16,00:00:00,2235.86,No Remarks
2023-08-17,01:00:00,3241.79,No Remarks
2023-08-17,02:00:00,3249.91,No Remarks
2023-08-17,03:00:00,3243.79,No Remarks
2023-08-17,04:00:00,3249.4,No Remarks
2023-08-17,05:00:00,3250.26,No Remarks
2023-08-17,06:00:00,3242.36,No Remarks
2023-08-17,07:00:00,3234.89,No Remarks
2023-08-17,08:00:00,3292.6,No Remarks
2023-08-17,09:00:00,3237.66,No Remarks
2023-08-17,10:00:00,3248.69,No Remarks
2023-08-17,11:00:00,3289.32,No Remarks
2023-08-17,12:00:00,3294.07,No Remarks
2023-08-17,13:00:00,3259.42,No Remarks
2023-08-17,14:00:00,3269.88,No Remarks
2023-08-17,15:00:00,3303.75,No Remarks
2023-08-17,16:00:00,3268.13,No Remarks
2023-08-17,17:00:00,3279.15,No Remarks
2023-08-17,18:00:00,3261.82,No Remarks
2023-08-17,19:00:00,3235.14,No Remarks
2023-08-17,20:00:00,3269.88,No Remarks
2023-08-17,21:00:00,3269.54,No Remarks
2023-08-17,22:00:00,3282.35,No Remarks
2023-08-17,23:00:00,3302.74,No Remarks
2023-08-17,00:00:00,3298.48,No Remarks
2023-08-18,01:00:00,3285.64,No Remarks
2023-08-18,02:00:00,3309.06,No Remarks
2023-08-18,03:00:00,3125.67,No Remarks
2023-08-18,04:00:00,3344.99,No Remarks
2023-08-18,05:00:00,3305.77,No Remarks
2023-08-18,06:00:00,3333.69,No Remarks
2023-08-18,07:00:00,3296.6,No Remarks
2023-08-18,08:00:00,3302.68,No Remarks
2023-08-18,09:00:00,3284.14,No Remarks
2023-08-18,10:00:00,3264.86,No Remarks
2023-08-18,11:00:00,3264.83,No Remarks
2023-08-18,12:00:00,3339.59,No Remarks
2023-08-18,13:00:00,3340.12,No Remarks
2023-08-18,14:00:00,3305.25,No Remarks
2023-08-18,15:00:00,3291.95,No Remarks
2023-08-18,16:00:00,3311.18,No Remarks
2023-08-18,17:00:00,3358.0,No Remarks
2023-08-18,18:00:00,3317.84,No Remarks
2023-08-18,19:00:00,3295.82,No Remarks
2023-08-18,20:00:00,2310.45,No Remarks
2023-08-18,21:00:00,2310.38,No Remarks
2023-08-18,22:00:00,3331.31,No Remarks
2023-08-18,23:00:00,3292.57,No Remarks
2023-08-18,00:00:00,3312.48,No Remarks
2023-08-19,01:00:00,3313.51,No Remarks
2023-08-19,02:00:00,3305.96,No Remarks
2023-08-19,03:00:00,3339.34,No Remarks
2023-08-19,04:00:00,3293.74,No Remarks
2023-08-19,05:00:00,3291.82,No Remarks
2023-08-19,06:00:00,3349.66,No Remarks
2023-08-19,07:00:00,3327.86,No Remarks
2023-08-19,08:00:00,3318.99,No Remarks
2023-08-19,09:00:00,3352.05,No Remarks
2023-08-19,10:00:00,3351.93,No Remarks
2023-08-19,11:00:00,3342.23,No Remarks
2023-08-19,12:00:00,3341.76,No Remarks
2023-08-19,13:00:00,3334.83,No Remarks
2023-08-19,14:00:00,3352.33,No Remarks
2023-08-19,15:00:00,3333.13,No Remarks
2023-08-19,16:00:00,3350.7,No Remarks
2023-08-19,17:00:00,3343.47,No Remarks
2023-08-19,18:00:00,3369.62,No Remarks
2023-08-19,19:00:00,3298.8,No Remarks
2023-08-19,20:00:00,3327.48,No Remarks
2023-08-19,21:00:00,3329.89,No Remarks
2023-08-19,22:00:00,2313.67,No Remarks
2023-08-19,23:00:00,3262.03,No Remarks
2023-08-19,00:00:00,3219.34,No Remarks
2023-08-20,01:00:00,3227.78,No Remarks
2023-08-20,02:00:00,3229.85,No Remarks
2023-08-20,03:00:00,3226.75,No Remarks
2023-08-20,04:00:00,3208.92,No Remarks
2023-08-20,05:00:00,3217.45,No Remarks
2023-08-20,06:00:00,3242.24,No Remarks
2023-08-20,07:00:00,2313.5,No Remarks
2023-08-20,08:00:00,3228.81,No Remarks
2023-08-20,09:00:00,3231.73,No Remarks
2023-08-20,10:00:00,0.0,No Remarks
2023-08-20,11:00:00,1218.9,No Remarks
2023-08-20,12:00:00,3234.82,No Remarks
2023-08-20,13:00:00,3268.2,No Remarks
2023-08-20,14:00:00,3257.8,No Remarks
2023-08-20,15:00:00,3263.66,No Remarks
2023-08-20,16:00:00,3277.41,No Remarks
2023-08-20,17:00:00,3262.3,No Remarks
2023-08-20,18:00:00,3275.79,No Remarks
2023-08-20,19:00:00,3244.78,No Remarks
2023-08-20,20:00:00,3278.57,No Remarks
2023-08-20,21:00:00,3248.78,No Remarks
2023-08-20,22:00:00,3217.45,No Remarks
2023-08-20,23:00:00,3254.52,No Remarks
2023-08-20,00:00:00,3267.03,No Remarks
2023-08-21,01:00:00,3256.71,No Remarks
2023-08-21,02:00:00,3250.7,No Remarks
2023-08-21,03:00:00,3250.5,No Remarks
2023-08-21,04:00:00,3261.9,No Remarks
2023-08-21,05:00:00,3268.07,No Remarks
2023-08-21,06:00:00,3250.78,No Remarks
2023-08-21,07:00:00,3256.71,No Remarks
2023-08-21,08:00:00,3246.22,No Remarks
2023-08-21,09:00:00,3344.94,No Remarks
2023-08-21,10:00:00,3345.26,No Remarks
2023-08-21,11:00:00,3344.94,No Remarks
2023-08-21,12:00:00,3345.26,No Remarks
2023-08-21,13:00:00,3340.12,No Remarks
2023-08-21,14:00:00,3264.9,No Remarks
2023-08-21,15:00:00,3245.65,No Remarks
2023-08-21,16:00:00,3243.6,No Remarks
2023-08-21,17:00:00,3262.38,No Remarks
2023-08-21,18:00:00,3249.79,No Remarks
2023-08-21,19:00:00,3192.55,No Remarks
2023-08-21,20:00:00,3250.18,No Remarks
2023-08-21,21:00:00,3266.29,No Remarks
2023-08-21,22:00:00,0.0,power failuire at intake
2023-08-21,23:00:00,0.0,power failuire at intake
2023-08-21,00:00:00,0.0,power failuire at intake
2023-08-22,01:00:00,0.0,power failuire at intake
2023-08-22,02:00:00,0.0,power failuire at intake
2023-08-22,03:00:00,0.0,power failuire at intake
2023-08-22,04:00:00,0.0,power failuire at intake
2023-08-22,05:00:00,0.0,power failuire at intake
2023-08-22,06:00:00,0.0,power failuire at intake
2023-08-22,07:00:00,0.0,power failuire at intake
2023-08-22,08:00:00,0.0,power failuire at intake
2023-08-22,09:00:00,0.0,power failuire at intake
2023-08-22,10:00:00,0.0,power failuire at intake
2023-08-22,11:00:00,0.0,power failuire at intake
2023-08-22,12:00:00,3289.17,No Remarks
2023-08-22,13:00:00,3279.43,No Remarks
2023-08-22,14:00:00,3298.89,No Remarks
2023-08-22,15:00:00,3298.91,No Remarks
2023-08-22,16:00:00,3346.2,No Remarks
2023-08-22,17:00:00,32922.21,No Remarks
2023-08-22,18:00:00,3237.82,No Remarks
2023-08-22,19:00:00,3272.2,No Remarks
2023-08-22,20:00:00,3274.22,No Remarks
2023-08-22,21:00:00,3280.52,No Remarks
2023-08-22,22:00:00,3273.54,No Remarks
2023-08-22,23:00:00,3277.12,No Remarks
2023-08-22,00:00:00,3266.25,No Remarks
2023-08-23,01:00:00,3238.68,No Remarks
2023-08-23,02:00:00,3264.27,No Remarks
2023-08-23,03:00:00,3255.82,No Remarks
2023-08-23,04:00:00,3255.8,No Remarks
2023-08-23,05:00:00,3250.35,No Remarks
2023-08-23,06:00:00,3313.9,No Remarks
2023-08-23,07:00:00,3342.08,No Remarks
2023-08-23,08:00:00,3332.89,No Remarks
2023-08-23,09:00:00,3338.61,No Remarks
2023-08-23,10:00:00,3302.76,No Remarks
2023-08-23,11:00:00,3331.76,No Remarks
2023-08-23,12:00:00,3302.29,No Remarks
2023-08-23,13:00:00,3338.76,No Remarks
2023-08-23,14:00:00,3331.28,No Remarks
2023-08-23,15:00:00,3296.19,No Remarks
2023-08-23,16:00:00,3323.0,No Remarks
2023-08-23,17:00:00,3328.17,No Remarks
2023-08-23,18:00:00,3345.99,No Remarks
2023-08-23,19:00:00,3353.66,No Remarks
2023-08-23,20:00:00,3310.99,No Remarks
2023-08-23,21:00:00,3313.99,No Remarks
2023-08-23,22:00:00,3321.71,No Remarks
2023-08-23,23:00:00,2333.59,No Remarks
2023-08-23,00:00:00,2338.43,No Remarks
2023-08-24,01:00:00,3291.8,No Remarks
2023-08-24,02:00:00,3285.02,No Remarks
2023-08-24,03:00:00,3288.81,No Remarks
2023-08-24,04:00:00,3303.32,No Remarks
2023-08-24,05:00:00,2317.14,No Remarks
2023-08-24,06:00:00,2352.94,No Remarks
2023-08-24,07:00:00,3284.27,No Remarks
2023-08-24,08:00:00,3319.37,No Remarks
2023-08-24,09:00:00,3317.86,No Remarks
2023-08-24,10:00:00,3333.45,No Remarks
2023-08-24,11:00:00,3294.73,No Remarks
2023-08-24,12:00:00,3309.75,No Remarks
2023-08-24,13:00:00,3308.16,No Remarks
2023-08-24,14:00:00,3304.21,No Remarks
2023-08-24,15:00:00,3321.26,No Remarks
2023-08-24,16:00:00,3308.18,No Remarks
2023-08-24,17:00:00,3303.91,No Remarks
2023-08-24,18:00:00,3320.5,No Remarks
2023-08-24,19:00:00,3314.48,No Remarks
2023-08-24,20:00:00,3316.55,No Remarks
2023-08-24,21:00:00,3318.12,No Remarks
2023-08-24,22:00:00,3340.16,No Remarks
2023-08-24,23:00:00,3283.75,No Remarks
2023-08-24,00:00:00,3283.56,No Remarks
2023-08-25,01:00:00,3292.89,No Remarks
2023-08-25,02:00:00,3299.05,No Remarks
2023-08-25,03:00:00,3279.43,No Remarks
2023-08-25,04:00:00,3244.31,No Remarks
2023-08-25,05:00:00,3226.43,No Remarks
2023-08-25,06:00:00,3268.75,No Remarks
2023-08-25,07:00:00,3279.43,No Remarks
2023-08-25,08:00:00,3283.3,No Remarks
2023-08-25,09:00:00,3278.77,No Remarks
2023-08-25,10:00:00,3280.08,No Remarks
2023-08-25,11:00:00,3251.09,No Remarks
2023-08-25,12:00:00,3261.48,No Remarks
2023-08-25,13:00:00,3272.19,No Remarks
2023-08-25,14:00:00,3274.39,No Remarks
2023-08-25,15:00:00,3248.25,No Remarks
2023-08-25,16:00:00,3251.54,No Remarks
2023-08-25,17:00:00,3237.51,No Remarks
2023-08-25,18:00:00,3262.06,No Remarks
2023-08-25,19:00:00,3292.03,No Remarks
2023-08-25,20:00:00,3234.31,No Remarks
2023-08-25,21:00:00,3282.15,No Remarks
2023-08-25,22:00:00,3283.0,No Remarks
2023-08-25,23:00:00,3254.98,No Remarks
2023-08-25,00:00:00,3266.96,No Remarks
2023-08-26,01:00:00,3275.42,No Remarks
2023-08-26,02:00:00,3271.56,No Remarks
2023-08-26,03:00:00,3276.32,No Remarks
2023-08-26,04:00:00,3242.76,No Remarks
2023-08-26,05:00:00,3278.26,No Remarks
2023-08-26,06:00:00,3304.14,No Remarks
2023-08-26,07:00:00,3254.38,No Remarks
2023-08-26,08:00:00,3278.2,No Remarks
2023-08-26,09:00:00,3263.15,No Remarks
2023-08-26,10:00:00,3274.38,No Remarks
2023-08-26,11:00:00,3272.14,No Remarks
2023-08-26,12:00:00,3295.76,No Remarks
2023-08-26,13:00:00,3289.03,No Remarks
2023-08-26,14:00:00,3278.85,No Remarks
2023-08-26,15:00:00,3248.11,No Remarks
2023-08-26,16:00:00,3266.0,No Remarks
2023-08-26,17:00:00,3257.73,No Remarks
2023-08-26,18:00:00,3251.54,No Remarks
2023-08-26,19:00:00,3275.58,No Remarks
2023-08-26,20:00:00,3295.53,No Remarks
2023-08-26,21:00:00,3295.53,No Remarks
2023-08-26,22:00:00,3284.18,No Remarks
2023-08-26,23:00:00,2317.16,No Remarks
2023-08-26,00:00:00,2312.81,No Remarks
2023-08-27,01:00:00,2315.39,No Remarks
2023-08-27,02:00:00,3288.37,No Remarks
2023-08-27,03:00:00,3259.03,No Remarks
2023-08-27,04:00:00,3260.97,No Remarks
2023-08-27,05:00:00,3287.67,No Remarks
2023-08-27,06:00:00,3293.56,No Remarks
2023-08-27,07:00:00,3289.03,No Remarks
2023-08-27,08:00:00,3278.74,No Remarks
2023-08-27,09:00:00,3271.08,No Remarks
2023-08-27,10:00:00,3278.49,No Remarks
2023-08-27,11:00:00,3317.85,No Remarks
2023-08-27,12:00:00,3310.41,No Remarks
2023-08-27,13:00:00,3318.75,No Remarks
2023-08-27,14:00:00,3302.57,No Remarks
2023-08-27,15:00:00,3302.68,No Remarks
2023-08-27,16:00:00,3314.88,No Remarks
2023-08-27,17:00:00,3333.19,No Remarks
2023-08-27,18:00:00,3324.57,No Remarks
2023-08-27,19:00:00,3319.02,No Remarks
2023-08-27,20:00:00,3309.5,No Remarks
2023-08-27,21:00:00,3327.28,No Remarks
2023-08-27,22:00:00,3312.03,No Remarks
2023-08-27,23:00:00,3334.7,No Remarks
2023-08-27,00:00:00,3352.76,No Remarks
2023-08-28,01:00:00,3360.2,No Remarks
2023-08-28,02:00:00,3330.04,No Remarks
2023-08-28,03:00:00,3322.81,No Remarks
2023-08-28,04:00:00,3329.0,No Remarks
2023-08-28,05:00:00,3325.9,No Remarks
2023-08-28,06:00:00,3348.63,No Remarks
2023-08-28,07:00:00,3299.6,No Remarks
2023-08-28,08:00:00,3340.51,No Remarks
2023-08-28,09:00:00,3280.73,No Remarks
2023-08-28,10:00:00,3337.46,No Remarks
2023-08-28,11:00:00,3330.42,No Remarks
2023-08-28,12:00:00,3324.48,No Remarks
2023-08-28,13:00:00,3356.89,No Remarks
2023-08-28,14:00:00,3320.68,No Remarks
2023-08-28,15:00:00,3320.79,No Remarks
2023-08-28,16:00:00,3339.44,No Remarks
2023-08-28,17:00:00,3350.93,No Remarks
2023-08-28,18:00:00,3343.73,No Remarks
2023-08-28,19:00:00,3345.99,No Remarks
2023-08-28,20:00:00,3320.76,No Remarks
2023-08-28,21:00:00,3351.2,No Remarks
2023-08-28,22:00:00,3327.06,No Remarks
2023-08-28,23:00:00,3306.15,No Remarks
2023-08-28,00:00:00,3314.0,No Remarks
2023-08-29,01:00:00,2317.22,No Remarks
2023-08-29,02:00:00,3318.88,No Remarks
2023-08-29,03:00:00,3335.54,No Remarks
2023-08-29,04:00:00,3313.12,No Remarks
2023-08-29,05:00:00,3315.16,No Remarks
2023-08-29,06:00:00,3283.98,No Remarks
2023-08-29,07:00:00,3309.76,No Remarks
2023-08-29,08:00:00,3309.12,No Remarks
2023-08-29,09:00:00,3292.52,No Remarks
2023-08-29,10:00:00,3333.14,No Remarks
2023-08-29,11:00:00,3304.38,No Remarks
2023-08-29,12:00:00,3315.26,No Remarks
2023-08-29,13:00:00,3319.46,No Remarks
2023-08-29,14:00:00,3320.87,No Remarks
2023-08-29,15:00:00,3298.58,No Remarks
2023-08-29,16:00:00,3315.2,No Remarks
2023-08-29,17:00:00,3302.75,No Remarks
2023-08-29,18:00:00,3279.15,No Remarks
2023-08-29,19:00:00,3241.73,No Remarks
2023-08-29,20:00:00,3264.05,No Remarks
2023-08-29,21:00:00,3260.9,No Remarks
2023-08-29,22:00:00,3263.8,No Remarks
2023-08-29,23:00:00,3244.17,No Remarks
2023-08-29,00:00:00,3284.25,No Remarks
2023-08-30,01:00:00,3279.18,No Remarks
2023-08-30,02:00:00,3293.03,No Remarks
2023-08-30,03:00:00,3284.28,No Remarks
2023-08-30,04:00:00,3256.71,No Remarks
2023-08-30,05:00:00,3269.15,No Remarks
2023-08-30,06:00:00,3281.36,No Remarks
2023-08-30,07:00:00,3273.64,No Remarks
2023-08-30,08:00:00,3270.53,No Remarks
2023-08-30,09:00:00,3276.24,No Remarks
2023-08-30,10:00:00,3273.23,No Remarks
2023-08-30,11:00:00,3276.32,No Remarks
2023-08-30,12:00:00,3250.48,No Remarks
2023-08-30,13:00:00,3287.86,No Remarks
2023-08-30,14:00:00,3220.86,No Remarks
2023-08-30,15:00:00,3271.74,No Remarks
2023-08-30,16:00:00,3289.42,No Remarks
2023-08-30,17:00:00,3211.26,No Remarks
2023-08-30,18:00:00,3218.39,No Remarks
2023-08-30,19:00:00,3214.83,No Remarks
2023-08-30,20:00:00,3209.92,No Remarks
2023-08-30,21:00:00,3213.98,No Remarks
2023-08-30,22:00:00,3212.56,No Remarks
2023-08-30,23:00:00,3250.02,No Remarks
2023-08-30,00:00:00,3277.36,No Remarks
2023-08-31,01:00:00,3256.71,No Remarks
2023-08-31,02:00:00,3267.03,No Remarks
2023-08-31,03:00:00,3261.86,No Remarks
2023-08-31,04:00:00,3268.07,No Remarks
2023-08-31,05:00:00,3277.36,No Remarks
2023-08-31,06:00:00,3220.55,No Remarks
2023-08-31,07:00:00,3247.4,No Remarks
2023-08-31,08:00:00,3243.27,No Remarks
2023-08-31,09:00:00,3265.6,No Remarks
2023-08-31,10:00:00,3258.38,No Remarks
2023-08-31,11:00:00,3238.24,No Remarks
2023-08-31,12:00:00,3278.6,No Remarks
2023-08-31,13:00:00,2267.2,No Remarks
2023-08-31,14:00:00,2275.84,No Remarks
2023-08-31,15:00:00,3328.83,No Remarks
2023-08-31,16:00:00,3288.27,No Remarks
2023-08-31,17:00:00,3327.26,No Remarks
2023-08-31,18:00:00,3325.51,No Remarks
2023-08-31,19:00:00,3345.07,No Remarks
2023-08-31,20:00:00,3326.47,No Remarks
2023-08-31,21:00:00,3366.12,No Remarks
2023-08-31,22:00:00,3365.21,No Remarks
2023-08-31,23:00:00,3302.47,No Remarks
2023-08-31,00:00:00,0.0,No Remarks
2023-09-01,01:00:00,3281.49,No Remarks
2023-09-01,02:00:00,3309.38,No Remarks
2023-09-01,03:00:00,3337.27,No Remarks
2023-09-01,04:00:00,3300.08,No Remarks
2023-09-01,05:00:00,3310.41,No Remarks
2023-09-01,06:00:00,3292.85,No Remarks
2023-09-01,07:00:00,3289.76,No Remarks
2023-09-01,08:00:00,3312.65,No Remarks
2023-09-01,09:00:00,3304.31,No Remarks
2023-09-01,10:00:00,3317.1,No Remarks
2023-09-01,11:00:00,3341.3,No Remarks
2023-09-01,12:00:00,3350.0,No Remarks
2023-09-01,13:00:00,3364.52,No Remarks
2023-09-01,14:00:00,3320.06,No Remarks
2023-09-01,15:00:00,3298.9,No Remarks
2023-09-01,16:00:00,3277.38,No Remarks
2023-09-01,17:00:00,3260.96,No Remarks
2023-09-01,18:00:00,3253.04,No Remarks
2023-09-01,19:00:00,3298.27,No Remarks
2023-09-01,20:00:00,3296.66,No Remarks
2023-09-01,21:00:00,3272.2,No Remarks
2023-09-01,22:00:00,3286.12,No Remarks
2023-09-01,23:00:00,2217.59,No Remarks
2023-09-01,00:00:00,2213.83,No Remarks
2023-09-02,01:00:00,3298.47,No Remarks
2023-09-02,02:00:00,3286.79,No Remarks
2023-09-02,03:00:00,3311.64,No Remarks
2023-09-02,04:00:00,3306.71,No Remarks
2023-09-02,05:00:00,3296.21,No Remarks
2023-09-02,06:00:00,3278.95,No Remarks
2023-09-02,07:00:00,3313.98,No Remarks
2023-09-02,08:00:00,3290.87,No Remarks
2023-09-02,09:00:00,3302.48,No Remarks
2023-09-02,10:00:00,3276.23,No Remarks
2023-09-02,11:00:00,3292.6,No Remarks
2023-09-02,12:00:00,3284.59,No Remarks
2023-09-02,13:00:00,3316.0,No Remarks
2023-09-02,14:00:00,3306.24,No Remarks
2023-09-02,15:00:00,3276.02,No Remarks
2023-09-02,16:00:00,3336.36,No Remarks
2023-09-02,17:00:00,3295.69,No Remarks
2023-09-02,18:00:00,3334.6,No Remarks
2023-09-02,19:00:00,3297.69,No Remarks
2023-09-02,20:00:00,3288.66,No Remarks
2023-09-02,21:00:00,3280.13,No Remarks
2023-09-02,22:00:00,3309.75,No Remarks
2023-09-02,23:00:00,3298.0,No Remarks
2023-09-02,00:00:00,3272.34,No Remarks
2023-09-03,01:00:00,3257.73,No Remarks
2023-09-03,02:00:00,3260.9,No Remarks
2023-09-03,03:00:00,3245.73,No Remarks
2023-09-03,04:00:00,3263.22,No Remarks
2023-09-03,05:00:00,3275.35,No Remarks
2023-09-03,06:00:00,3256.76,No Remarks
2023-09-03,07:00:00,3236.11,No Remarks
2023-09-03,08:00:00,3296.06,No Remarks
2023-09-03,09:00:00,3266.85,No Remarks
2023-09-03,10:00:00,3292.18,No Remarks
2023-09-03,11:00:00,3242.81,No Remarks
2023-09-03,12:00:00,3239.3,No Remarks
2023-09-03,13:00:00,3222.88,No Remarks
2023-09-03,14:00:00,3265.73,No Remarks
2023-09-03,15:00:00,3232.89,No Remarks
2023-09-03,16:00:00,3217.59,No Remarks
2023-09-03,17:00:00,3242.57,No Remarks
2023-09-03,18:00:00,3292.03,No Remarks
2023-09-03,19:00:00,3229.46,No Remarks
2023-09-03,20:00:00,3183.91,No Remarks
2023-09-03,21:00:00,2261.31,No Remarks
2023-09-03,22:00:00,2264.19,No Remarks
2023-09-03,23:00:00,2261.22,No Remarks
2023-09-03,00:00:00,3327.18,No Remarks
2023-09-04,01:00:00,3291.26,No Remarks
2023-09-04,02:00:00,3311.96,No Remarks
2023-09-04,03:00:00,3350.7,No Remarks
2023-09-04,04:00:00,3316.63,No Remarks
2023-09-04,05:00:00,3339.34,No Remarks
2023-09-04,06:00:00,3308.35,No Remarks
2023-09-04,07:00:00,3344.43,No Remarks
2023-09-04,08:00:00,3311.93,No Remarks
2023-09-04,09:00:00,3330.94,No Remarks
2023-09-04,10:00:00,3299.47,No Remarks
2023-09-04,11:00:00,3302.35,No Remarks
2023-09-04,12:00:00,3262.7,No Remarks
2023-09-04,13:00:00,3283.31,No Remarks
2023-09-04,14:00:00,3274.3,No Remarks
2023-09-04,15:00:00,3257.04,No Remarks
2023-09-04,16:00:00,3278.35,No Remarks
2023-09-04,17:00:00,3259.98,No Remarks
2023-09-04,18:00:00,3241.77,No Remarks
2023-09-04,19:00:00,3314.42,No Remarks
2023-09-04,20:00:00,3334.83,No Remarks
2023-09-04,21:00:00,3332.01,No Remarks
2023-09-04,22:00:00,2288.72,No Remarks
2023-09-04,23:00:00,2291.64,No Remarks
2023-09-04,00:00:00,2270.33,No Remarks
2023-09-05,01:00:00,2278.96,No Remarks
2023-09-05,02:00:00,2286.89,No Remarks
2023-09-05,03:00:00,2274.1,No Remarks
2023-09-05,04:00:00,2276.14,No Remarks
2023-09-05,05:00:00,3264.37,No Remarks
2023-09-05,06:00:00,3278.88,No Remarks
2023-09-05,07:00:00,3278.88,No Remarks
2023-09-05,08:00:00,3257.49,No Remarks
2023-09-05,09:00:00,3254.94,No Remarks
2023-09-05,10:00:00,3250.03,No Remarks
2023-09-05,11:00:00,3284.1,No Remarks
2023-09-05,12:00:00,3276.44,No Remarks
2023-09-05,13:00:00,3289.43,No Remarks
2023-09-05,14:00:00,3280.04,No Remarks
2023-09-05,15:00:00,3281.97,No Remarks
2023-09-05,16:00:00,3241.97,No Remarks
2023-09-05,17:00:00,3249.06,No Remarks
2023-09-05,18:00:00,3301.41,No Remarks
2023-09-05,19:00:00,3299.79,No Remarks
2023-09-05,20:00:00,3289.76,No Remarks
2023-09-05,21:00:00,2264.09,No Remarks
2023-09-05,22:00:00,2294.04,No Remarks
2023-09-05,23:00:00,2268.71,No Remarks
2023-09-05,00:00:00,2247.07,No Remarks
2023-09-06,01:00:00,2225.8,No Remarks
2023-09-06,02:00:00,2230.53,No Remarks
2023-09-06,03:00:00,2267.77,No Remarks
2023-09-06,04:00:00,2272.34,No Remarks
2023-09-06,05:00:00,3258.99,No Remarks
2023-09-06,06:00:00,3309.99,No Remarks
2023-09-06,07:00:00,3286.66,No Remarks
2023-09-06,08:00:00,3260.86,No Remarks
2023-09-06,09:00:00,3331.74,No Remarks
2023-09-06,10:00:00,3342.26,No Remarks
2023-09-06,11:00:00,3277.81,No Remarks
2023-09-06,12:00:00,3293.31,No Remarks
2023-09-06,13:00:00,3302.18,No Remarks
2023-09-06,14:00:00,3250.49,No Remarks
2023-09-06,15:00:00,3250.49,No Remarks
2023-09-06,16:00:00,3266.2,No Remarks
2023-09-06,17:00:00,3260.63,No Remarks
2023-09-06,18:00:00,3276.66,No Remarks
2023-09-06,19:00:00,3257.19,No Remarks
2023-09-06,20:00:00,2286.44,No Remarks
2023-09-06,21:00:00,2316.57,No Remarks
2023-09-06,22:00:00,2318.12,No Remarks
2023-09-06,23:00:00,2324.19,No Remarks
2023-09-06,00:00:00,2322.27,No Remarks
2023-09-07,01:00:00,2271.67,No Remarks
2023-09-07,02:00:00,2312.62,No Remarks
2023-09-07,03:00:00,3312.55,No Remarks
2023-09-07,04:00:00,3315.32,No Remarks
2023-09-07,05:00:00,3334.36,No Remarks
2023-09-07,06:00:00,3305.51,No Remarks
2023-09-07,07:00:00,3308.46,No Remarks
2023-09-07,08:00:00,3334.75,No Remarks
2023-09-07,09:00:00,3325.85,No Remarks
2023-09-07,10:00:00,3341.39,No Remarks
2023-09-07,11:00:00,3302.78,No Remarks
2023-09-07,12:00:00,3311.39,No Remarks
2023-09-07,13:00:00,3267.91,No Remarks
2023-09-07,14:00:00,3283.63,No Remarks
2023-09-07,15:00:00,3303.06,No Remarks
2023-09-07,16:00:00,3302.1,No Remarks
2023-09-07,17:00:00,3284.06,No Remarks
2023-09-07,18:00:00,3342.48,No Remarks
2023-09-07,19:00:00,3302.44,No Remarks
2023-09-07,20:00:00,3293.98,No Remarks
2023-09-07,21:00:00,3310.31,No Remarks
2023-09-07,22:00:00,3285.9,No Remarks
2023-09-07,23:00:00,3289.04,No Remarks
2023-09-07,00:00:00,3325.83,No Remarks
2023-09-08,01:00:00,3298.1,No Remarks
2023-09-08,02:00:00,3278.01,No Remarks
2023-09-08,03:00:00,3305.42,No Remarks
2023-09-08,04:00:00,3326.03,No Remarks
2023-09-08,05:00:00,3328.82,No Remarks
2023-09-08,06:00:00,3318.94,No Remarks
2023-09-08,07:00:00,3294.63,No Remarks
2023-09-08,08:00:00,3300.87,No Remarks
2023-09-08,09:00:00,3337.04,No Remarks
2023-09-08,10:00:00,3283.01,No Remarks
2023-09-08,11:00:00,3319.43,No Remarks
2023-09-08,12:00:00,3309.69,No Remarks
2023-09-08,13:00:00,3315.86,No Remarks
2023-09-08,14:00:00,3260.76,No Remarks
2023-09-08,15:00:00,3291.83,No Remarks
2023-09-08,16:00:00,3312.01,No Remarks
2023-09-08,17:00:00,3299.46,No Remarks
